,player,team,age,position,Mins,Passing Accuracy,,league,season
305,Mads Andersen,Luton,26,D(C),399,73.9,,ENG-Premier League,2324
306,Neal Maupay,Brentford,27,"AM(C),FW",1317,72.8,,ENG-Premier League,2324
307,Saïd Benrahma,West Ham,28,AM(CLR),617,79.8,,ENG-Premier League,2324
308,Lorenz Assignon,Burnley,24,D(R),1240,75.6,,ENG-Premier League,2324
309,Jeffrey Schlupp,Crystal Palace,31,"D(L),M(CLR)",1357,75.9,,ENG-Premier League,2324
310,Jacob Ramsey,Aston Villa,23,AM(CLR),852,81.9,,ENG-Premier League,2324
311,Benoît Badiashile,Chelsea,23,D(C),1338,90.9,,ENG-Premier League,2324
312,Facundo Buonanotte,Brighton,19,AM(CR),1370,85.3,,ENG-Premier League,2324
313,Adam Webster,Brighton,29,D(C),1144,91.3,,ENG-Premier League,2324
314,Ben Chilwell,Chelsea,27,"D(L),M(L)",758,80.2,,ENG-Premier League,2324
315,Keane Lewis-Potter,Brentford,23,"M(CLR),FW",1442,77.4,,ENG-Premier League,2324
316,Davinson Sánchez,Tottenham,28,D(C),76,90.5,,ENG-Premier League,2324
317,Emil Krafth,Newcastle,29,D(CR),910,85.1,,ENG-Premier League,2324
318,Philip Billing,Bournemouth,28,"M(C),FW",1393,78.4,,ENG-Premier League,2324
319,Curtis Jones,Liverpool,23,AM(CL),1168,91.5,,ENG-Premier League,2324
320,Jayden Bogle,Sheff Utd,23,"D(R),M(R)",2795,69.7,,ENG-Premier League,2324
321,Charlie Taylor,Burnley,30,"D(CL),M(L)",2332,78.9,,ENG-Premier League,2324
322,Matt Turner,Nottingham Forest,30,GK,1531,63.6,,ENG-Premier League,2324
323,Maxime Estève,Burnley,22,D(C),1312,84.4,,ENG-Premier League,2324
324,Alex Scott,Bournemouth,20,M(CR),1013,81,,ENG-Premier League,2324
325,Calvin Bassey,Fulham,24,D(CL),2302,86.2,,ENG-Premier League,2324
326,Álex Moreno,Aston Villa,31,"D(L),M(L)",1031,83.3,,ENG-Premier League,2324
327,Oscar Bobb,Man City,20,Midfielder,295,88.1,,ENG-Premier League,2324
328,Orel Mangala,Nottingham Forest,26,M(C),1571,88.6,,ENG-Premier League,2324
329,Gonzalo Montiel,Nottingham Forest,27,"D(CR),M(R)",802,78.9,,ENG-Premier League,2324
330,Wes Foderingham,Sheff Utd,33,GK,2648,52.6,,ENG-Premier League,2324
331,Joe Willock,Newcastle,24,M(C),419,86.3,,ENG-Premier League,2324
332,Jacob Brown,Luton,26,"M(CLR),FW",1020,56.3,,ENG-Premier League,2324
333,Luca Koleosho,Burnley,19,AM(L),984,76,,ENG-Premier League,2324
334,Jacob Bruun Larsen,Burnley,25,"AM(CLR),FW",1252,76.8,,ENG-Premier League,2324
335,Joel Ward,Crystal Palace,34,"D(CLR),DMC,M(R)",1982,75.7,,ENG-Premier League,2324
336,Sam Johnstone,Crystal Palace,31,GK,1797,52.9,,ENG-Premier League,2324
337,Mads Roerslev,Brentford,25,"D(R),M(R)",1985,68.9,,ENG-Premier League,2324
338,Jurriën Timber,Arsenal,23,D(CR),71,89.6,,ENG-Premier League,2324
339,Frank Onyeka,Brentford,26,DMC,1157,77.6,,ENG-Premier League,2324
340,Sergio Reguilón,Man Utd,27,"D(L),M(L)",412,82.5,,ENG-Premier League,2324
341,George Baldock,Sheff Utd,31,"D(CR),M(R)",970,73.7,,ENG-Premier League,2324
342,Milos Kerkez,Bournemouth,20,"D(L),M(L)",1976,77.2,,ENG-Premier League,2324
343,Tim Ream,Fulham,36,"D(CL),DMC",1505,89.2,,ENG-Premier League,2324
344,Cameron Archer,Sheff Utd,22,FW,1836,80.7,,ENG-Premier League,2324
345,Nayef Aguerd,West Ham,28,D(C),1859,80.5,,ENG-Premier League,2324
346,Yasser Larouci,Sheff Utd,23,"D(L),M(L)",533,72.1,,ENG-Premier League,2324
347,Bobby De Cordova-Reid,Fulham,31,"D(R),M(CLR),FW",1428,79,,ENG-Premier League,2324
348,Philippe Coutinho,Aston Villa,32,M(CLR),24,83.3,,ENG-Premier League,2324
349,Mikkel Damsgaard,Brentford,23,AM(CL),834,73.6,,ENG-Premier League,2324
350,Jorginho,Arsenal,32,DMC,920,90.2,,ENG-Premier League,2324
351,Nathan Patterson,Everton,22,"D(R),M(R)",1000,73,,ENG-Premier League,2324
352,Ashley Young,Everton,38,"D(LR),M(LR)",2291,72.4,,ENG-Premier League,2324
353,Lloyd Kelly,Bournemouth,25,D(CL),1558,77.6,,ENG-Premier League,2324
354,Fábio Vieira,Arsenal,24,"AM(CR),FW",292,88.8,,ENG-Premier League,2324
355,Billy Gilmour,Brighton,23,DMC,2126,92.2,,ENG-Premier League,2324
356,Hannibal Mejbri,Man Utd,21,AM(C),130,83.8,,ENG-Premier League,2324
357,Radu Dragusin,Tottenham,22,D(C),425,88.1,,ENG-Premier League,2324
358,Lisandro Martínez,Man Utd,26,"D(CL),DMC",649,93,,ENG-Premier League,2324
359,Rodrigo Bentancur,Tottenham,27,M(C),1010,85.5,,ENG-Premier League,2324
360,Adama Traoré,Fulham,28,"M(CLR),FW",365,81.1,,ENG-Premier League,2324
361,James McAtee,Sheff Utd,21,AM(CR),1826,72,,ENG-Premier League,2324
362,Matt Doherty,Wolves,32,"D(LR),M(LR)",1144,79.3,,ENG-Premier League,2324
363,Clément Lenglet,Aston Villa,29,D(C),1156,89.9,,ENG-Premier League,2324
364,Aymeric Laporte,Man City,30,D(CL),11,100,,ENG-Premier League,2324
365,Marvelous Nakamba,Luton,30,DMC,1133,84.8,,ENG-Premier League,2324
366,Diego Carlos,Aston Villa,31,D(C),1812,88.4,,ENG-Premier League,2324
367,Christian Eriksen,Man Utd,32,"M(CLR),FW",1141,84.1,,ENG-Premier League,2324
368,Moussa Niakhaté,Nottingham Forest,28,D(CL),1459,85.5,,ENG-Premier League,2324
369,Jordan Clark,Luton,30,M(CLR),1307,74.1,,ENG-Premier League,2324
370,Jack Robinson,Sheff Utd,30,"D(CL),M(L)",2886,77.3,,ENG-Premier League,2324
371,Séamus Coleman,Everton,35,"D(CR),M(R)",664,67.3,,ENG-Premier League,2324
372,Sasa Lukic,Fulham,27,M(C),1120,87.5,,ENG-Premier League,2324
373,Enes Ünal,Bournemouth,27,FW,321,76.4,,ENG-Premier League,2324
374,Matheus Nunes,Man City,25,M(CLR),656,86.7,,ENG-Premier League,2324
375,Giovanni Reyna,Nottingham Forest,21,AM(CLR),231,89.1,,ENG-Premier League,2324
376,Shandon Baptiste,Brentford,26,AM(C),225,73.3,,ENG-Premier League,2324
377,Owen Beck,Liverpool,21,"D(L),M(L)",7,75,,ENG-Premier League,2324
378,Emile Smith Rowe,Arsenal,23,AM(CL),347,88.6,,ENG-Premier League,2324
379,Nuno Tavares,Nottingham Forest,24,"D(L),M(L)",455,78.9,,ENG-Premier League,2324
380,Sasa Kalajdzic,Wolves,26,FW,159,64.4,,ENG-Premier League,2324
381,Kevin Schade,Brentford,22,AM(LR),331,63.6,,ENG-Premier League,2324
382,Chris Basham,Sheff Utd,35,"D(CR),M(CR)",319,76.2,,ENG-Premier League,2324
383,Tahith Chong,Luton,24,"AM(CLR),FW",1987,81.8,,ENG-Premier League,2324
384,Auston Trusty,Sheff Utd,25,D(CL),2573,79,,ENG-Premier League,2324
385,Harrison Reed,Fulham,29,"D(R),M(CR)",1325,85.3,,ENG-Premier League,2324
386,Andros Townsend,Luton,32,"AM(CLR),FW",1210,80.2,,ENG-Premier League,2324
387,Max Lowe,Sheff Utd,27,"D(LR),M(L)",501,65.4,,ENG-Premier League,2324
388,Carlos Baleba,Brighton,20,DMC,1324,92.2,,ENG-Premier League,2324
389,George Earthy,West Ham,19,Midfielder,33,94.1,,ENG-Premier League,2324
390,Armando Broja,Chelsea,22,FW,455,89.2,,ENG-Premier League,2324
391,Jhon Durán,Aston Villa,20,FW,463,71.1,,ENG-Premier League,2324
392,Felipe,Nottingham Forest,35,D(C),376,85.4,,ENG-Premier League,2324
393,Pierre-Emile Højbjerg,Tottenham,28,M(C),1294,88.6,,ENG-Premier League,2324
394,Jean-Ricner Bellegarde,Wolves,25,M(CLR),953,84.3,,ENG-Premier League,2324
395,Beto,Everton,26,FW,939,61.5,,ENG-Premier League,2324
396,Anthony Martial,Man Utd,28,"AM(LR),FW",445,79.6,,ENG-Premier League,2324
397,Tariq Lamptey,Brighton,23,"D(LR),M(R)",916,87.9,,ENG-Premier League,2324
398,Mason Mount,Man Utd,25,M(CLR),513,85.2,,ENG-Premier League,2324
399,Brennan Johnson,Nottingham Forest,23,"AM(CLR),FW",240,81,,ENG-Premier League,2324
400,Mahmoud Dahoud,Brighton,28,M(C),454,87.1,,ENG-Premier League,2324
401,Angelo Ogbonna,West Ham,36,D(C),635,79.9,,ENG-Premier League,2324
402,Oliver Norwood,Sheff Utd,33,M(C),1433,72.2,,ENG-Premier League,2324
403,Aaron Hickey,Brentford,22,"D(LR),M(LR)",720,89.3,,ENG-Premier League,2324
404,Facundo Pellistri,Man Utd,22,AM(R),165,81.1,,ENG-Premier League,2324
405,James Hill,Bournemouth,22,D(CR),76,70.6,,ENG-Premier League,2324
406,James Shea,Luton,33,GK,14,62.5,,ENG-Premier League,2324
407,Vitinho,Burnley,24,"D(LR),M(LR)",2320,77.1,,ENG-Premier League,2324
408,Jesurun Rak-Sakyi,Crystal Palace,21,AM(R),133,78.7,,ENG-Premier League,2324
409,Michael Obafemi,Burnley,23,FW,19,80,,ENG-Premier League,2324
410,Tommy Doyle,Wolves,22,AM(C),1216,86.4,,ENG-Premier League,2324
411,Santiago Bueno,Wolves,25,D(C),821,89.3,,ENG-Premier League,2324
412,Hamed Traorè,Bournemouth,24,AM(CLR),45,75,,ENG-Premier League,2324
413,Matz Sels,Nottingham Forest,32,GK,1440,65.2,,ENG-Premier League,2324
414,Jay Rodríguez,Burnley,34,"AM(CLR),FW",815,66,,ENG-Premier League,2324
415,Andrew Omobamidele,Nottingham Forest,22,D(C),782,87.4,,ENG-Premier League,2324
416,Loris Karius,Newcastle,31,GK,90,51.6,,ENG-Premier League,2324
417,Joe Worrall,Nottingham Forest,27,D(C),440,84.5,,ENG-Premier League,2324
418,Anel Ahmedhodzic,Sheff Utd,25,D(C),2650,75.6,,ENG-Premier League,2324
419,David Brooks,Bournemouth,26,AM(CR),273,76.8,,ENG-Premier League,2324
420,Ryan Giles,Luton,24,"D(L),M(LR)",501,73.4,,ENG-Premier League,2324
421,Kalvin Phillips,Man City,28,"D(C),DMC",89,89.7,,ENG-Premier League,2324
422,Hjalmar Ekdal,Burnley,25,D(C),440,88,,ENG-Premier League,2324
423,Carney Chukwuemeka,Chelsea,20,AM(C),224,86.5,,ENG-Premier League,2324
424,Ivo Grbic,Sheff Utd,28,GK,772,45.8,,ENG-Premier League,2324
425,Yehor Yarmoliuk,Brentford,20,M(C),676,77.3,,ENG-Premier League,2324
426,Cauley Woodrow,Luton,29,"AM(C),FW",411,74.8,,ENG-Premier League,2324
427,Lewis Dobbin,Everton,21,AM(CLR),227,75.9,,ENG-Premier League,2324
428,Luke Thomas,Sheff Utd,23,"D(L),M(L)",920,73.5,,ENG-Premier League,2324
429,Aaron Ramsdale,Arsenal,26,GK,540,65.2,,ENG-Premier League,2324
430,Josh Acheampong,Chelsea,18,Defender,5,-,,ENG-Premier League,2324
431,Roméo Lavia,Chelsea,20,DMC,32,81.5,,ENG-Premier League,2324
432,Ansu Fati,Brighton,21,"AM(L),FW",514,87.3,,ENG-Premier League,2324
433,Max Aarons,Bournemouth,24,D(R),1233,76.7,,ENG-Premier League,2324
434,Jadon Sancho,Man Utd,24,AM(CLR),77,82.9,,ENG-Premier League,2324
435,Odysseas Vlachodimos,Nottingham Forest,30,GK,450,79.1,,ENG-Premier League,2324
436,Sofyan Amrabat,Man Utd,27,"D(L),DMC",933,88.1,,ENG-Premier League,2324
437,Saman Ghoddos,Brentford,30,"M(CLR),FW",730,76.4,,ENG-Premier League,2324
438,Sergio Gómez,Man City,23,D(L),49,89.8,,ENG-Premier League,2324
439,Hugo Bueno,Wolves,21,"D(L),M(L)",731,80.6,,ENG-Premier League,2324
440,Nicolò Zaniolo,Aston Villa,24,"AM(CLR),FW",831,71.6,,ENG-Premier League,2324
441,Michael Keane,Everton,31,D(CR),438,77.7,,ENG-Premier League,2324
442,Arnaut Danjuma,Everton,27,"AM(L),FW",589,72.1,,ENG-Premier League,2324
443,Ben Johnson,West Ham,24,"D(CLR),M(LR)",538,82.1,,ENG-Premier League,2324
444,Pablo Fornals,West Ham,28,M(CLR),420,79.5,,ENG-Premier League,2324
445,Jakub Moder,Brighton,25,M(CL),613,82,,ENG-Premier League,2324
446,Matheus França,Crystal Palace,20,FW,225,73.8,,ENG-Premier League,2324
447,Ethan Nwaneri,Arsenal,17,Midfielder,13,83.3,,ENG-Premier League,2324
448,André Gomes,Everton,30,M(CLR),505,83.4,,ENG-Premier League,2324
449,Luke Berry,Luton,31,AM(C),311,69.7,,ENG-Premier League,2324
450,Leander Dendoncker,Aston Villa,29,"D(C),M(C)",118,80.4,,ENG-Premier League,2324
451,Divock Origi,Nottingham Forest,29,"AM(LR),FW",601,67.9,,ENG-Premier League,2324
452,Carlos Vinícius,Fulham,29,FW,307,75.4,,ENG-Premier League,2324
453,Fodé Ballo-Touré,Fulham,27,"D(L),M(L)",67,78.2,,ENG-Premier League,2324
454,Dan Bentley,Wolves,30,GK,382,64.4,,ENG-Premier League,2324
455,Kieffer Moore,Bournemouth,31,FW,100,70,,ENG-Premier League,2324
456,Oliver Skipp,Tottenham,23,DMC,695,91.7,,ENG-Premier League,2324
457,Jason Steele,Brighton,33,GK,1530,83.2,,ENG-Premier League,2324
458,Lesley Ugochukwu,Chelsea,20,DMC,298,84.7,,ENG-Premier League,2324
459,Valentín Barco,Brighton,19,D(L),308,86.1,,ENG-Premier League,2324
460,Eric Dier,Tottenham,30,"D(CR),DMC",198,88.7,,ENG-Premier League,2324
461,Boubacar Traoré,Wolves,22,M(C),806,84.9,,ENG-Premier League,2324
462,Hannes Delcroix,Burnley,25,D(CL),585,86.8,,ENG-Premier League,2324
463,Nathan Fraser,Wolves,19,Forward,183,78.6,,ENG-Premier League,2324
464,Danny Ings,West Ham,31,"AM(C),FW",392,72.4,,ENG-Premier League,2324
465,Reiss Nelson,Arsenal,24,M(LR),257,95.3,,ENG-Premier League,2324
466,Alfie Gilchrist,Chelsea,20,Defender,203,85.4,,ENG-Premier League,2324
467,Andre Brooks,Sheff Utd,20,M(C),944,77,,ENG-Premier League,2324
468,Cesare Casadei,Chelsea,21,DMC,71,81.5,,ENG-Premier League,2324
469,Calum Chambers,Aston Villa,29,"D(CR),DMC",150,88.5,,ENG-Premier League,2324
470,Omari Forson,Man Utd,19,Midfielder,68,90.9,,ENG-Premier League,2324
471,Adam Lallana,Brighton,36,M(CLR),854,90,,ENG-Premier League,2324
472,Stefan Bajcetic,Liverpool,19,M(C),26,70,,ENG-Premier League,2324
473,Ben Osborn,Sheff Utd,29,"D(L),M(CLR)",1363,77.7,,ENG-Premier League,2324
474,Mohamed Elneny,Arsenal,31,DMC,25,97.5,,ENG-Premier League,2324
475,Jairo Riedewald,Crystal Palace,27,"D(CL),DMC",229,80.6,,ENG-Premier League,2324
476,Maxwel Cornet,West Ham,27,"D(L),M(LR),FW",111,75,,ENG-Premier League,2324
477,John Egan,Sheff Utd,31,D(C),484,69.9,,ENG-Premier League,2324
478,Mike Trésor,Burnley,25,AM(CLR),413,77.4,,ENG-Premier League,2324
479,Alejo Véliz,Tottenham,20,FW,45,50,,ENG-Premier League,2324
480,Joe Rothwell,Bournemouth,29,M(CL),383,87.6,,ENG-Premier League,2324
481,Odeluga Offiah,Brighton,21,Defender,127,82.1,,ENG-Premier League,2324
482,Bryan Gil,Tottenham,23,AM(CLR),203,85.4,,ENG-Premier League,2324
483,Aaron Cresswell,West Ham,34,"D(CL),M(L)",433,83.4,,ENG-Premier League,2324
484,David Ozoh,Crystal Palace,19,Midfielder,149,94.1,,ENG-Premier League,2324
485,Ameen Al Dakhil,Burnley,22,D(C),1056,85.6,,ENG-Premier League,2324
486,Youssef Chermiti,Everton,20,FW,197,60.3,,ENG-Premier League,2324
487,Josh Dasilva,Brentford,25,M(C),23,69.2,,ENG-Premier League,2324
488,Daiki Hashioka,Luton,25,"D(CR),M(R)",595,82.4,,ENG-Premier League,2324
489,Fred Onyedinma,Luton,27,"M(CLR),FW",407,76.5,,ENG-Premier League,2324
490,Bobby Clark,Liverpool,19,Midfielder,87,77.6,,ENG-Premier League,2324
491,Cheikhou Kouyaté,Nottingham Forest,34,"D(CR),DMC",207,64.4,,ENG-Premier League,2324
492,Cédric Soares,Arsenal,32,"D(LR),M(R)",59,91.5,,ENG-Premier League,2324
493,Tawanda Chirewa,Wolves,20,Midfielder,139,83,,ENG-Premier League,2324
494,Manuel Benson,Burnley,27,"AM(LR),FW",110,93.6,,ENG-Premier League,2324
495,Tim Iroegbunam,Aston Villa,20,M(C),159,92.7,,ENG-Premier League,2324
496,Mason Holgate,Sheff Utd,27,"D(CR),DMC,M(R)",714,71.5,,ENG-Premier League,2324
497,Alex Murphy,Newcastle,20,Defender,11,100,,ENG-Premier League,2324
498,Nathan Redmond,Burnley,30,"AM(CLR),FW",133,69.1,,ENG-Premier League,2324
499,Naouirou Ahamada,Crystal Palace,22,M(C),334,82.7,,ENG-Premier League,2324
500,Ian Maatsen,Chelsea,22,"D(L),M(CLR)",201,72.3,,ENG-Premier League,2324
501,Remi Matthews,Crystal Palace,30,GK,3,-,,ENG-Premier League,2324
502,Tyrone Mings,Aston Villa,31,D(CL),31,100,,ENG-Premier League,2324
503,Leon Chiwome,Wolves,18,Forward,176,86.4,,ENG-Premier League,2324
504,Pelly Ruddock Mpanzu,Luton,30,M(C),1094,74.9,,ENG-Premier League,2324
505,Matt Ritchie,Newcastle,34,"D(L),M(CLR)",120,81.4,,ENG-Premier League,2324
506,Michael Olakigbe,Brentford,20,Forward,51,81.3,,ENG-Premier League,2324
507,Han-Noah Massengo,Burnley,22,M(C),14,55.6,,ENG-Premier League,2324
508,Aaron Ramsey,Burnley,21,AM(CL),526,79.5,,ENG-Premier League,2324
509,Armando Broja,Fulham,22,FW,83,73.1,,ENG-Premier League,2324
510,Jonny Otto,Wolves,30,"D(CLR),M(LR)",4,-,,ENG-Premier League,2324
511,Divin Mubama,West Ham,19,Forward,76,72.7,,ENG-Premier League,2324
512,Ethan Wheatley,Man Utd,18,Forward,13,-,,ENG-Premier League,2324
513,James Tomkins,Crystal Palace,35,D(CR),7,85.7,,ENG-Premier League,2324
514,Sydie Peck,Sheff Utd,19,Midfielder,9,100,,ENG-Premier League,2324
515,Fábio Silva,Wolves,21,"AM(L),FW",261,80,,ENG-Premier League,2324
516,Jack Cork,Burnley,35,DMC,25,78.1,,ENG-Premier League,2324
517,Romain Faivre,Bournemouth,25,AM(CLR),37,82.6,,ENG-Premier League,2324
518,Deivid Washington,Chelsea,19,FW,11,100,,ENG-Premier League,2324
519,Jayden Danns,Liverpool,18,Forward,7,71.4,,ENG-Premier League,2324
520,Joe White,Newcastle,21,AM(C),12,91.7,,ENG-Premier League,2324
521,Zack Nelson,Luton,19,Midfielder,5,100,,ENG-Premier League,2324
522,Jaidon Anthony,Bournemouth,24,AM(LR),154,69.8,,ENG-Premier League,2324
523,James McConnell,Liverpool,19,Midfielder,3,83.3,,ENG-Premier League,2324
524,Donny van de Beek,Man Utd,27,M(C),2,100,,ENG-Premier League,2324
525,Dane Scarlett,Tottenham,20,FW,20,66.7,,ENG-Premier League,2324
526,Rodrigo Ribeiro,Nottingham Forest,19,Forward,14,75,,ENG-Premier League,2324
527,Connor Roberts,Burnley,28,"D(LR),M(R)",819,84.4,,ENG-Premier League,2324
528,Bénie Traoré,Sheff Utd,21,Forward,387,80.6,,ENG-Premier League,2324
529,Benicio Baker-Boaitey,Brighton,20,Forward,37,68.4,,ENG-Premier League,2324
530,Anis Ben Slimane,Sheff Utd,23,AM(C),413,67.6,,ENG-Premier League,2324
531,Thilo Kehrer,West Ham,27,"D(CLR),M(R)",19,100,,ENG-Premier League,2324
532,William Osula,Sheff Utd,20,FW,785,53.3,,ENG-Premier League,2324
533,Alex Matos,Chelsea,19,DMC,1,-,,ENG-Premier League,2324
534,Amadou Diallo,Newcastle,21,Forward,1,100,,ENG-Premier League,2324
535,Daniel Gore,Man Utd,19,Midfielder,1,-,,ENG-Premier League,2324
536,Dominic Sadi,Bournemouth,20,Midfielder,1,-,,ENG-Premier League,2324
537,Enso González,Wolves,19,Forward,1,100,,ENG-Premier League,2324
538,Finley Munroe,Aston Villa,19,Defender,3,100,,ENG-Premier League,2324
539,James McAtee,Man City,21,AM(CR),1,-,,ENG-Premier League,2324
540,Jamie Donley,Tottenham,19,Forward,3,100,,ENG-Premier League,2324
541,Jimi Tauriainen,Chelsea,20,Midfielder,1,-,,ENG-Premier League,2324
542,Kaelan Casey,West Ham,19,Defender,1,-,,ENG-Premier League,2324
543,Kaide Gordon,Liverpool,19,Forward,1,100,,ENG-Premier League,2324
544,Kaine Kesler-Hayden,Aston Villa,21,"D(LR),M(R)",5,-,,ENG-Premier League,2324
545,Lewis Warrington,Everton,21,DMC,1,100,,ENG-Premier League,2324
546,Marcus Bettinelli,Chelsea,32,GK,1,-,,ENG-Premier League,2324
547,Marek Rodák,Fulham,27,GK,1,-,,ENG-Premier League,2324
548,Michael Ndiweni,Newcastle,20,Forward,1,50,,ENG-Premier League,2324
549,Thomas Cannon,Everton,21,FW,1,-,,ENG-Premier League,2324
550,Tyler Onyango,Everton,21,M(C),1,-,,ENG-Premier League,2324
551,Myles Peart-Harris,Brentford,21,"AM(CL),FW",11,71.4,,ENG-Premier League,2324
552,Willy Kambwala,Man Utd,19,Defender,327,84.8,,ENG-Premier League,2324
553,Cole Palmer,Man City,22,"AM(CR),FW",10,80,,ENG-Premier League,2324
554,Neal Maupay,Everton,27,"AM(C),FW",112,84.6,,ENG-Premier League,2324
555,Mikey Moore,Tottenham,16,Midfielder,3,80,,ENG-Premier League,2324
556,Andrey Santos,Nottingham Forest,20,M(C),7,100,,ENG-Premier League,2324
557,Bertrand Traoré,Aston Villa,28,"AM(R),FW",10,66.7,,ENG-Premier League,2324
558,John Fleck,Sheff Utd,32,DMC,90,72.5,,ENG-Premier League,2324
559,Mark O’Mahony,Brighton,19,Forward,63,81.3,,ENG-Premier League,2324
560,Ben Doak,Liverpool,18,Forward,13,100,,ENG-Premier League,2324
561,Mason Burstow,Chelsea,20,FW,8,75,,ENG-Premier League,2324
562,Sam Curtis,Sheff Utd,18,Defender,27,57.1,,ENG-Premier League,2324
563,Tom Davies,Sheff Utd,25,M(C),217,72.8,,ENG-Premier League,2324
564,Omari Kellyman,Aston Villa,18,Midfielder,35,85.7,,ENG-Premier League,2324
565,Rhys Norrington-Davies,Sheff Utd,25,"D(CL),M(L)",111,72.2,,ENG-Premier League,2324
566,Rhian Brewster,Sheff Utd,24,FW,342,71.2,,ENG-Premier League,2324
567,Paul Dummett,Newcastle,32,D(CL),18,90.9,,ENG-Premier League,2324
568,Antwoine Hackford,Sheff Utd,20,Forward,11,100,,ENG-Premier League,2324
569,Jaden Philogene,Aston Villa,22,M(LR),3,75,,ENG-Premier League,2324
570,Matt Targett,Newcastle,28,"D(L),M(L)",78,86.8,,ENG-Premier League,2324
571,Kalvin Phillips,West Ham,28,"D(C),DMC",309,80,,ENG-Premier League,2324
572,Ben Parkinson,Newcastle,19,Forward,24,33.3,,ENG-Premier League,2324
573,Brandon Aguilera,Nottingham Forest,20,AM(C),4,50,,ENG-Premier League,2324
574,Cameron Archer,Aston Villa,22,FW,5,83.3,,ENG-Premier League,2324
575,Daniel Jebbison,Sheff Utd,20,FW,20,33.3,,ENG-Premier League,2324
576,Thiago Alcântara,Liverpool,33,M(C),5,70,,ENG-Premier League,2324
577,Anass Zaroury,Burnley,23,"AM(L),FW",149,67.8,,ENG-Premier League,2324
578,Ryan Oné,Sheff Utd,18,Midfielder,7,100,,ENG-Premier League,2324
579,Joe Johnson,Luton,18,Defender,75,88.2,,ENG-Premier League,2324
580,Luke Harris,Fulham,19,AM(C),74,78.6,,ENG-Premier League,2324
581,Andrei Radu,Bournemouth,27,GK,180,79.3,,ENG-Premier League,2324
582,Thibaut Courtois,Real Madrid,32,GK,333,89.8,,ESP-La Liga,2324
583,Jude Bellingham,Real Madrid,20,M(CLR),2324,89.8,,ESP-La Liga,2324
584,Samu Omorodion,Granada,20,FW,81,66.7,,ESP-La Liga,2324
585,Vinícius Júnior,Real Madrid,23,"AM(L),FW",1875,78.1,,ESP-La Liga,2324
586,Isco,Real Betis,32,"M(CLR),FW",2340,86.2,,ESP-La Liga,2324
587,Savinho,Girona,20,AM(CLR),2992,83.2,,ESP-La Liga,2324
588,Alexander Sørloth,Villarreal,28,"AM(R),FW",2493,76.6,,ESP-La Liga,2324
589,Antoine Griezmann,Atletico,33,"AM(CLR),FW",2654,82.7,,ESP-La Liga,2324
590,Antal Yaakobishvili,Girona,19,Defender,61,88.1,,ESP-La Liga,2324
591,Dominik Greif,Mallorca,27,GK,90,72.4,,ESP-La Liga,2324
592,Robert Lewandowski,Barcelona,35,FW,2759,72.3,,ESP-La Liga,2324
593,Mikel Merino,Real Sociedad,28,M(C),2485,77.5,,ESP-La Liga,2324
594,Juan Herzog,Las Palmas,20,Defender,291,88.6,,ESP-La Liga,2324
595,Nico Williams,Athletic Club,21,AM(LR),2283,79.2,,ESP-La Liga,2324
596,Iñaki Williams,Athletic Club,30,"AM(CLR),FW",2856,73.7,,ESP-La Liga,2324
597,Gorka Guruzeta,Athletic Club,27,FW,2241,69.3,,ESP-La Liga,2324
598,Ilkay Gündogan,Barcelona,33,M(C),2998,90.5,,ESP-La Liga,2324
599,Rodrygo,Real Madrid,23,"AM(CLR),FW",2391,89.9,,ESP-La Liga,2324
600,Gerard Moreno,Villarreal,32,"AM(CR),FW",2232,79.5,,ESP-La Liga,2324
601,Frenkie de Jong,Barcelona,27,"D(C),DMC",1644,93.1,,ESP-La Liga,2324
602,Toni Kroos,Real Madrid,34,M(C),2130,94.7,,ESP-La Liga,2324
603,Federico Valverde,Real Madrid,25,M(CLR),2911,91.2,,ESP-La Liga,2324
604,Jaume Domènech,Valencia,33,GK,74,37.9,,ESP-La Liga,2324
605,Yangel Herrera,Girona,26,M(C),2121,87.4,,ESP-La Liga,2324
606,Lamine Yamal,Barcelona,16,AM(R),2200,84.1,,ESP-La Liga,2324
607,Takefusa Kubo,Real Sociedad,23,"AM(CLR),FW",2155,80.6,,ESP-La Liga,2324
608,João Cancelo,Barcelona,30,"D(LR),M(LR)",2506,84.6,,ESP-La Liga,2324
